sr._no.,work_category,work,state,ida,hon'ble_members_of_parliament,constituency,work_description,recommended_date_x,sanction_date,sanction_amount__₹_,work_status,project_id,recommended_date_y,recommended_amount____₹_,completion_date,amount_disbursed__₹_,total_expenditure,payment_count,latest_payment_date,completed_flag,fund_utilization,expenditure_ratio,project_age_days,over_budget,missing_completion,anomaly_prediction,cost_anomaly_flag,anomaly_score,anomaly_reason
7186,Normal/Others,"WS/MP18048/2024-2025/149433-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,BIJAPUR(Collector Bijapur_IDA),MAHESH KASHYAP,BASTAR(ST),jangti devraj ghar se n.h.63 tak 200 metre c.c.sadak nirman karya,26-Oct-2024,2025-01-09,693074.0,Work partially Completed,WS/MP18048/2024-2025/149433,,,,,346092.0,1.0,2026-06-17,0,0.4993579329191399,,607.0,0,1,1,0,0.1746015766216294,Detected by Isolation Forest pattern analysis
7293,Normal/Others,WS/MP719/2024-2025/149562-Construction of community centers and community halls,Rajasthan,AJMER(DISTRICT COLLECTOR AJMER_IDA),Bhagirath Chaudhary,AJMER,CONSTRUCTION OF NEW COMUNITY HALL AT BUS STAND KATSURA,26-Oct-2024,2025-01-09,500000.0,Work Completed,WS/MP719/2024-2025/149562,,,2026-01-20,499540.0,99540.0,1.0,2026-08-27,1,0.19908,,607.0,0,0,1,0,0.14744730663658012,Detected by Isolation Forest pattern analysis
7342,Normal/Others,WS/MP18065/2024-2025/149667-Construction of community centers and community halls,Haryana,JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),DEEPENDER SINGH HOODA,ROHTAK,Development works in Harijan Choupal,28-Oct-2024,2024-12-31,500000.0,Physical Inspection,WS/MP18065/2024-2025/149667,,,2026-02-09,489698.0,489698.0,1.0,2026-03-25,1,0.979396,,616.0,0,0,1,0,0.1980912446514242,Detected by Isolation Forest pattern analysis
7351,Normal/Others,WS/MP18356/2025-2026/149682-Construction of bus-sheds or bus-stops,Karnataka,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),PRIYANKA SATISH JARKIHOLI,CHIKKODI,Construction of HI-TECH Bus Shelter at BASAVESHWAR CIRCLE towards Gokak Road ward -13 in Chikkodi,28-Oct-2024,2026-02-16,800000.0,Work Completed,WS/MP18356/2025-2026/149682,,,2026-02-16,760777.0,760777.0,2.0,2026-05-20,1,0.95097125,,204.0,0,0,1,0,0.0897579594493838,Detected by Isolation Forest pattern analysis
7363,Normal/Others,"WS/MP828/2024-2025/149712-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Jagannath Sarkar,RANAGHAT(SC),"construction of concreate Road from h/o Asit Mondal to Naba Milan Sangha from Promodnagar under Babla Gram Panchayet, Santipur Dev.  Block",28-Oct-2024,2025-01-20,369565.0,Physical Inspection,WS/MP828/2024-2025/149712,,,2026-07-23,369565.0,369565.0,1.0,2026-02-27,1,1.0,,596.0,0,0,1,0,0.22942316402003177,Detected by Isolation Forest pattern analysis
7368,Normal/Others,"WS/MP828/2024-2025/149717-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Jagannath Sarkar,RANAGHAT(SC),"Construction of Concrete Road from the Meler Math Adi Bari to the Meler Math SSK School, booth-61 under Haripur Gram Panchayet, Santipur Dev. Block",28-Oct-2024,2025-01-20,1049232.0,Physical Inspection,WS/MP828/2024-2025/149717,,,2026-07-23,1049232.0,1049232.0,1.0,2026-02-27,1,1.0,,596.0,0,0,1,0,0.22942316402003177,Detected by Isolation Forest pattern analysis
7380,Normal/Others,WS/MP458/2025-2026/149732-Construction of community centers and community halls,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,Construction of Community Hall at Kilavipatti Village and Panchayat  Kovilpatti Panchayat Union,02-Nov-2024,2025-12-16,4000000.0,Work partially Completed,WS/MP458/2025-2026/149732,,,,,2709989.0,1.0,2026-01-05,0,0.67749725,,266.0,0,1,1,0,0.11921590253015857,Detected by Isolation Forest pattern analysis
7420,Normal/Others,WS/MP18277/2025-2026/149810-Construction of community centers and community halls,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,"Construction of community hall at Bhatar bazar Plot No:2816/2817/2806, JL No:-63, Mouza:-Palar",29-Oct-2024,2025-05-21,10000000.0,Vendor Identification,WS/MP18277/2025-2026/149810,,,,,5758516.0,1.0,2026-03-24,0,0.5758516,,475.0,0,1,1,0,0.15074827122713935,Detected by Isolation Forest pattern analysis
7493,Normal/Others,"WS/MP710/2025-2026/149889-Construction of roads, link roads, pathways or any other road with or without drainage system",Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,"Providing WBM road facilities from Nagooranthottam to Sri Pichavaram swamy temple at Veerampattinam village in Ariankuppam Commune Panchayat, Puducherry",29-Oct-2024,2025-07-29,1500000.0,Physical Inspection,WS/MP710/2025-2026/149889,,,2026-08-25,1229867.0,1229867.0,1.0,2026-08-25,1,0.8199113333333333,,406.0,0,0,1,0,0.16029007570376103,Detected by Isolation Forest pattern analysis
7553,Normal/Others,"WS/MP18263/2025-2026/149961-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,"Udupi District, brahmavara taluk, haradi grama panchayath, Bikadi village, ration distribute centre front  road development work",29-Oct-2024,2026-03-06,400000.0,Work Completed,WS/MP18263/2025-2026/149961,,,2026-03-09,400000.0,400000.0,1.0,2026-03-09,1,1.0,,186.0,0,0,1,0,0.20536992987707625,Detected by Isolation Forest pattern analysis
7554,Normal/Others,"WS/MP18263/2026-2027/149962-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,"Udupi District, brahmavara taluk, Neelavara grama panchayath, from padu neelavara water tank upto factory  road development work",29-Oct-2024,2026-08-29,400000.0,Vendor Identification,WS/MP18263/2026-2027/149962,,,,,400000.0,1.0,2026-08-31,0,1.0,,10.0,0,1,1,0,0.08186891093166493,Detected by Isolation Forest pattern analysis
7555,Normal/Others,"WS/MP18263/2025-2026/149964-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,"Udupi District, brahmavara taluk, 38 kalthuru grama panchayath kenjur village,from kolbettu road upto nukkibettu jayakara shetty’s house  road development work",29-Oct-2024,2025-12-30,400000.0,Work Completed,WS/MP18263/2025-2026/149964,,,2026-01-29,400000.0,400000.0,1.0,2026-01-29,1,1.0,,252.0,0,0,1,0,0.20983137971537247,Detected by Isolation Forest pattern analysis
7557,Normal/Others,WS/MP18188/2025-2026/149967-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,"Drilling of Bore well, providing Motor at Maddulagadda Thanda Hanuman Temple in Ward No.6 in Vikarabad Municipality",29-Oct-2024,2025-06-09,150000.0,Vendor Identification,WS/MP18188/2025-2026/149967,,,,,146150.0,1.0,2026-05-27,0,0.9743333333333334,,456.0,0,1,1,0,0.18981094696887857,Detected by Isolation Forest pattern analysis
7558,Normal/Others,WS/MP18188/2025-2026/149968-Installing tube-wells and borewells,Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),KONDA VISHWESHWAR REDDY,CHELVELLA,"Drilling of Bore well, providing Motor at Venkatapur Thanda Pochamma Temple in Ward No.6 in Vikarabad Municipality",29-Oct-2024,2025-06-09,150000.0,Vendor Identification,WS/MP18188/2025-2026/149968,,,,,147024.0,1.0,2026-05-27,0,0.98016,,456.0,0,1,1,0,0.1999529938132127,Detected by Isolation Forest pattern analysis
7561,Normal/Others,WS/MP18328/2024-2025/149978-Setting up of kitchen and pantries,Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Kangana Ranaut,MANDI,C/o Community Kitchen at Tundah in GP Tundah.Work Execute By:- BDO Bharmour,29-Oct-2024,2025-03-12,400000.0,Vendor Identification,WS/MP18328/2024-2025/149978,,,,,200000.0,1.0,2026-03-24,0,0.5,,545.0,0,1,1,0,0.1696284895844154,Detected by Isolation Forest pattern analysis
7578,Normal/Others,WS/MP329/2024-2025/150043-Improvement of electricity distribution infrastructure,Haryana,Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA),Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,Shifting of 33 kv line near bala ji mandir of village Pichopa Kalan,30-Oct-2024,2024-12-27,41500.0,Vendor Identification,WS/MP329/2024-2025/150043,,,,,41500.0,1.0,2026-08-26,0,1.0,,620.0,0,1,1,0,0.2179618003903795,Detected by Isolation Forest pattern analysis
7581,Normal/Others,WS/MP458/2025-2026/150048-Construction of community centers and community halls,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,Construction of Community Hall at Pommaiahpuram Village in Sakkammalpuram Panchayat Vilathikulam Panchayat Union,02-Nov-2024,2026-02-23,3999840.0,Physical Inspection,WS/MP458/2025-2026/150048,,,2026-03-10,3999840.0,3999840.0,1.0,2026-03-10,1,1.0,,197.0,0,0,1,0,0.21216253315651412,Detected by Isolation Forest pattern analysis
7582,Normal/Others,WS/MP458/2025-2026/150051-Construction of community centers and community halls,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,Construction of Community Hall at Arunthathiyar street in Sivagnanapuram Village and Panchayat in Vilathikulam Panchayat Union,02-Nov-2024,2026-02-06,1998754.0,Physical Inspection,WS/MP458/2025-2026/150051,,,2026-02-13,1998754.0,1998754.0,1.0,2026-02-16,1,1.0,,214.0,0,0,1,0,0.21569193923721697,Detected by Isolation Forest pattern analysis
7586,Normal/Others,WS/MP413/2025-2026/150066-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150066,,,2026-03-25,995000.0,995000.0,1.0,2026-03-25,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7587,Normal/Others,WS/MP413/2025-2026/150073-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150073,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7588,Normal/Others,WS/MP458/2026-2027/150074-Construction of water tanks,Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,Construction of 100000 litre capacity of OHT at Adithanar colony in Kayamozhi Panchayat in Tiruchendur Union,02-Nov-2024,2026-05-21,3000000.0,Vendor Identification,WS/MP458/2026-2027/150074,,,,,3000000.0,1.0,2026-05-29,0,1.0,,110.0,0,1,1,0,0.16682212392457563,Detected by Isolation Forest pattern analysis
7589,Normal/Others,WS/MP413/2025-2026/150075-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150075,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7591,Normal/Others,WS/MP413/2025-2026/150082-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150082,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7593,Normal/Others,WS/MP413/2025-2026/150084-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150084,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7595,Normal/Others,WS/MP413/2025-2026/150086-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council and Barauli Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150086,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7597,Normal/Others,WS/MP413/2025-2026/150089-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council and Barauli Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-13,995000.0,Physical Inspection,WS/MP413/2025-2026/150089,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,391.0,0,0,1,0,0.227295086122147,Detected by Isolation Forest pattern analysis
7599,Normal/Others,WS/MP413/2025-2026/150091-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council and Barauli Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150091,,,2026-03-25,995000.0,995000.0,1.0,2026-03-25,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7600,Normal/Others,WS/MP413/2025-2026/150093-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council and Barauli Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150093,,,2026-03-25,995000.0,995000.0,1.0,2026-03-25,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7601,Normal/Others,WS/MP413/2025-2026/150094-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Gopalganj Municipal Council and Barauli Municipal Council of Gopalganj district.",30-Oct-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150094,,,2026-03-23,995000.0,995000.0,1.0,2026-03-23,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
7621,Normal/Others,WS/MP18248/2024-2025/150128-Construction of community centers and community halls,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),"Construction of meeting hall cum training center at Katwa 2 Dev Block office under  Katwa 2 Dev Block , Purba Bardhaman",30-Oct-2024,2025-02-25,3000000.0,Work Completed,WS/MP18248/2024-2025/150128,,,2026-03-25,2444263.0,687844.0,1.0,2026-03-23,1,0.2292813333333333,,560.0,0,0,1,0,0.14564888601854142,Detected by Isolation Forest pattern analysis
7622,Normal/Others,"WS/MP18248/2024-2025/150129-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),Construction of proposed ground floor OPD building at Memari rural hospital under Memari -I,30-Oct-2024,2025-03-10,2400000.0,Work partially Completed,WS/MP18248/2024-2025/150129,,,,,987384.0,1.0,2026-08-11,0,0.41141,,547.0,0,1,1,0,0.15438769641006228,Detected by Isolation Forest pattern analysis
7758,Normal/Others,WS/MP18193/2025-2026/150343-Providing CCTV camera system for security of public areas,Telangana,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),EATALA RAJENDER,MALKAJGIRI,"Installation of CCTV Cameras at Sri Ramnagar Colony, Ward No. 12 Mansoorabad Circle -3, GHMC, Ranga Reddy District.",01-Nov-2024,2025-08-21,400000.0,Work Completed,WS/MP18193/2025-2026/150343,,,2026-03-31,399625.0,399625.0,1.0,2026-03-31,1,0.9990625,,383.0,0,0,1,0,0.2195602277345381,Detected by Isolation Forest pattern analysis
7770,Trust and Society,WS/MP18108/2025-2026/150360-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,Yog Niketan Yog Training Sansthan yog dham sagar me kaksh Nirman Hetu,02-Nov-2024,2025-11-12,300000.0,Vendor Identification,WS/MP18108/2025-2026/150360,,,,,268164.0,1.0,2026-04-29,0,0.89388,,300.0,0,1,1,0,0.16280994642773672,Detected by Isolation Forest pattern analysis
7795,Normal/Others,WS/MP413/2026-2027/150424-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Hathua Nagar Panchayat and Barauli Nagar Parishad of Gopalganj district.",03-Nov-2024,2026-05-19,995000.0,Physical Inspection,WS/MP413/2026-2027/150424,,,,,995000.0,1.0,2026-05-21,0,1.0,,112.0,0,1,1,0,0.1687619763150764,Detected by Isolation Forest pattern analysis
7796,Normal/Others,WS/MP413/2026-2027/150425-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Hathua Nagar Panchayat and Barauli Nagar Parishad of Gopalganj district.",03-Nov-2024,2026-04-09,995000.0,Physical Inspection,WS/MP413/2026-2027/150425,,,2026-04-13,995000.0,995000.0,1.0,2026-04-13,1,1.0,,152.0,0,0,1,0,0.18843968984092496,Detected by Isolation Forest pattern analysis
7797,Normal/Others,WS/MP413/2025-2026/150426-Lighting of public spaces,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),"Under the Member of Parliament Local Area Development Scheme, an amount of Rs 49 lakh 90 thousand is recommended from my MP fund for the supply and installation of 5 high mast lights (including electricity) in Hathua Nagar Panchayat and Barauli Nagar Parishad of Gopalganj district.",03-Nov-2024,2025-08-11,995000.0,Physical Inspection,WS/MP413/2025-2026/150426,,,2026-03-30,995000.0,995000.0,1.0,2026-04-01,1,1.0,,393.0,0,0,1,0,0.22825954937454873,Detected by Isolation Forest pattern analysis
